image,illumination,geometry,glossiness,refsharp,contgloss,metallicness,lightness,anisotropy
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_0_spec_0].jpg,6,7,5,6,5,4,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_0_spec_1].jpg,6,7,7,7,6,7,5,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_0_spec_2].jpg,6,7,7,6,5,6,3,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_1_spec_0].jpg,6,7,6,4,4,4,5,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_1_spec_1].jpg,6,7,3,2,2,1,4,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_1_spec_2].jpg,6,7,5,4,5,4,4,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_0_spec_0].jpg,6,7,2,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_0_spec_1].jpg,6,7,2,2,1,1,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_1_spec_1].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_1_spec_2].jpg,6,7,4,1,1,2,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_0_spec_2].jpg,6,7,2,1,1,1,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_1_spec_1].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_1_spec_2].jpg,6,7,2,2,2,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_0_spec_0].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_0_spec_1].jpg,6,7,1,3,2,1,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_1_spec_1].jpg,6,7,3,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_1_spec_2].jpg,6,7,2,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_0_spec_0].jpg,6,7,4,5,4,4,4,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_0_spec_1].jpg,6,7,5.5,1.5,1.5,4.5,3,4.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_1_spec_1].jpg,6,7,6,4,4,7,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_1_spec_2].jpg,6,7,7,5,3,7,4,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_1_sat_0_spec_0].jpg,6,7,6,5,6,5,4,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_1_sat_0_spec_1].jpg,6,7,5,2,3,3,3,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_1_sat_1_spec_1].jpg,6,7,5.5,2.5,2,4,3.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_0_spec_1].jpg,6,7,6,6,5,5,5,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_0_spec_2].jpg,6,7,5,5,5,1,6,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_1_spec_1].jpg,6,7,7,5,6,5,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_1_spec_2].jpg,6,7,7,5,7,7,7,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_0_sat_0_spec_1].jpg,6,7,3,1,1,1,3,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_0_sat_1_spec_0].jpg,6,7,3,2,2,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,2,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_0_spec_1].jpg,6,7,2,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_0_spec_2].jpg,6,7,2,1,1,1,2,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_1_spec_1].jpg,6,7,4,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_0_spec_2].jpg,6,7,4,2,2,2,3,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_1_spec_0].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_1_spec_2].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_1_spec_1].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_1_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_0_spec_2].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_1_spec_1].jpg,6,7,1,1,1,1,5,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_0_spec_0].jpg,6,7,1,1,1,1,1,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,2,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_1_spec_0].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_1_spec_1].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_1_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,3,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_1_spec_2].jpg,6,7,2,1,1,2,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_0_spec_2].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_1_spec_1].jpg,6,7,2,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_1_spec_1].jpg,6,7,2,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_3_black_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_3_black_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_3_black_spec_2].jpg,6,7,2,3,1,1,1,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_1_spec_1].jpg,6,7,1,1,1,1,3,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_1_spec_2].jpg,6,7,2,1,2,3,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_1_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_1_sat_1_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_2_sat_0_spec_0].jpg,6,7,1,2,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,1,3,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_3_black_spec_0].jpg,6,7,3,2,2,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_3_black_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_3_black_spec_2].jpg,6,7,2,1,1,2,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_0_sat_1_spec_0].jpg,6,7,2.5,1.5,2,1.5,4,1.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_0_sat_1_spec_1].jpg,6,7,4,3,3,3,4,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_0_sat_1_spec_2].jpg,6,7,3,1,1,3,3,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_0_spec_0].jpg,6,7,3,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_0_spec_1].jpg,6,7,3,1,1,4,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_0_spec_2].jpg,6,7,3,3,3,2,4,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_1_spec_0].jpg,6,7,3,3,2,2,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_1_spec_1].jpg,6,7,4,1,1,1,4,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_1_spec_2].jpg,6,7,3,3,3,3,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_0_spec_0].jpg,6,7,5,3,4,4,3,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_0_spec_1].jpg,6,7,3,4,3,3,3,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_0_spec_2].jpg,6,7,3,1,1,2,4,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_1_spec_0].jpg,6,7,3,2,2,2,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_1_spec_1].jpg,6,7,2,2,2,2,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_1_spec_2].jpg,6,7,3,1,1,3,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_3_black_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_3_black_spec_1].jpg,6,7,3,5,1,4,3,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_3_black_spec_2].jpg,6,7,7,7,1,1,7,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_1_spec_2].jpg,6,7,2,1,1,1,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_0_spec_2].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_1_spec_0].jpg,6,7,2,1,3,2,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_1_spec_1].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_1_spec_0].jpg,6,7,2,1,1,1,1,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_1_spec_1].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_1_spec_2].jpg,6,7,1,1,1,1,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_3_black_spec_0].jpg,6,7,3,1,1,2,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_0_spec_0].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_1_spec_0].jpg,6,7,3,3,3,1,7,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_1_spec_2].jpg,6,7,3,2,3,1,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_1_sat_0_spec_2].jpg,6,7,1,1,1.5,1.5,4,1.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_1_sat_1_spec_0].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_0_spec_0].jpg,6,7,2,1,1,1,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_1_spec_0].jpg,6,7,2,1,1,1,1.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_1_spec_1].jpg,6,7,2,1,2,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_1_spec_2].jpg,6,7,3,1,2,2,2,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_3_black_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_3_black_spec_1].jpg,6,7,3,2,3,2,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_3_black_spec_2].jpg,6,7,3,2,1,2,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_0_spec_0].jpg,6,7,5,3,2,1,4,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_0_spec_1].jpg,6,7,1.5,1.5,1.5,1,1.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_1_spec_0].jpg,6,7,4,3,3,2,2.5,1.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_1_spec_2].jpg,6,7,5,3,2,4,3,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_1_sat_0_spec_0].jpg,6,7,2,2,2,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_1_sat_0_spec_2].jpg,6,7,7,3,3,2,6,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_1_sat_1_spec_0].jpg,6,7,2,2,2,1,2,1
